 NM
 VELO
 MMASS
   911.517799999996     
 LFAKTOR
  0.5
 RFAKTOR
  1.0
 WIDTH
  0.20
 SHIFT
  0.00
 DATXY
   1    2.2024     0.673993     0.013841  -995.012438     2.276870
   2    2.2672     0.184925     0.006548  -557.752616    -8.894672
   3    3.2351     0.000114     0.000562     5.545688    12.353658
   4    3.5150     0.021875     0.001955   -46.833211    -5.435926
   5    3.6153     0.015714     0.004793  -111.719277     2.040684
   6    3.7136     0.020329     0.002444    31.404980    -0.850100
   7    3.7967     0.190703     0.031926   134.221488     2.802985
   8    3.9228     0.111517     0.006965  -489.607380    31.245117
   9    4.0849     0.000365     0.000626    -1.981197    -0.550442
  10    4.1123     0.391706     0.044144   149.323725   -51.668932
  11    4.2183     0.176011     0.016837   942.266867   -14.423877
  12    4.2528     0.187125     0.013930  -105.162580     0.062822
  13    4.3627     1.426680     0.091397  -866.670008    38.648830
  14    4.5365     0.103468     0.018319   283.741648    -0.663291
  15    4.6125     0.015687     0.001533    39.809962     6.610743
  16    4.7330     0.507651     0.033614 -1025.687114   -24.861843
  17    4.9948     0.275557     0.016938  -737.607621    22.953575
  18    5.0754     0.023774     0.029654  -248.082992    -6.579174
  19    5.1324     0.587831     0.057647   197.292772     5.015092
  20    5.2549     0.015708     0.015948    34.496855    -1.385927
  21    5.2847     0.148674     0.016909    94.392676   -28.496802
  22    5.3739     0.093353     0.032051  1015.035517    34.300495
  23    5.3940     1.503796     0.205634  1209.510579   -51.992595
  24    5.4445     0.024507     0.008556   105.094369     0.383861
  25    5.4978     0.051821     0.010507    68.947049     3.896395
  26    5.5311     0.025083     0.003052    70.921478    -6.562822
  27    5.6145     0.019033     0.007409   -18.007966     7.073875
  28    5.6583     0.033106     0.010565    26.400144   -14.606028
  29    5.6798     0.070099     0.005418   114.664903    -1.190661
  30    5.6972     0.081795     0.028175    51.064815     1.456212
  31    5.7171     0.161215     0.026520    75.102360   -23.422405
  32    5.7992     0.030426     0.007757   169.470736    -3.391772
  33    5.8507     0.064198     0.002593    19.078152     2.338603
  34    5.9320     0.027111     0.007513   381.542200     2.941655
  35    5.9699     0.068415     0.020789   222.713954   -24.180448
  36    5.9778     0.015948     0.010561    94.931962    10.655589
  37    6.0059     0.038994     0.010962    19.906553    -1.842349
  38    6.0837     0.097862     0.015060   -77.054838    19.565464
  39    6.1034     0.001598     0.001720    23.362065     1.915190
  40    6.1060     0.019363     0.006347    85.146126   -16.884125
  41    6.1616     0.011024     0.001524    44.917761    -1.141084
  42    6.2079     0.002864     0.000737     2.894208     0.787682
  43    6.2219     0.018448     0.009304  -169.176121    -2.761620
  44    6.2732     0.009253     0.018567  -125.479790   -34.042056
  45    6.2924     0.008481     0.002689   -61.069728     1.527441
  46    6.3267     0.003006     0.002471   -31.852193     3.107727
  47    6.3388     0.007211     0.000981   -35.414566    -0.086068
  48    6.3506     0.031434     0.010261   -43.317257    -0.010614
  49    6.3659     0.009248     0.003022    14.557417    -0.400373
  50    6.3802     0.002607     0.010664   -41.838264     9.049494
  51    6.4324     0.013098     0.002745  -120.733631    -5.178441
  52    6.4801     0.001437     0.005192     3.623991    12.335706
  53    6.5294     0.022459     0.002371   -49.278344     6.887642
  54    6.5352     0.103463     0.018329   286.515077   -13.965919
  55    6.5874     0.022149     0.002527    53.665776    -1.319505
  56    6.6365     0.000482     0.004226    32.890420     0.531675
  57    6.6777     0.008195     0.005351    24.524913    -8.941078
  58    6.6924     0.005274     0.002956  -100.419558    -3.671219
  59    6.7168     0.043849     0.020704   207.653797    -3.370017
  60    6.7387     0.016282     0.005936  -241.307076    16.293426
  61    6.7557     0.100159     0.043665  -491.068891   -15.324800
  62    6.7870     0.033756     0.005205   -32.951238    -7.199777
  63    6.8436     0.034207     0.012775     5.970406     0.283428
  64    6.8858     0.009333     0.001865    -6.631346    -0.659127
  65    6.9339     0.036789     0.045735    74.787103    29.040066
  66    6.9484     0.004068     0.007670   123.992758   -16.750799
  67    6.9653     0.046196     0.020733  -128.909269     8.760779
  68    6.9722     0.009312     0.003649   147.621917     6.050328
  69    6.9760     0.033195     0.015438   -46.276664   -29.094716
  70    6.9911     0.044259     0.014925  -407.732139    -0.801311
