 NM
 VELO
 MMASS
   911.517799999996     
 LFAKTOR
  0.5
 RFAKTOR
  1.0
 WIDTH
  0.20
 SHIFT
  0.00
 DATXY
   1    2.2268     0.452844     0.017144   -30.222612   -11.245561
   2    2.3054     0.299148     0.001007   -17.570435    -5.270244
   3    3.2906     0.002772     0.002090   -30.935609   -14.837707
   4    3.5256     0.068121     0.011083   207.268844    21.994142
   5    3.6492     0.017776     0.001452   -31.560117    -6.774104
   6    3.6830     0.006087     0.010118   -63.009146    12.233346
   7    3.8263     0.080109     0.008395   -80.402442    10.522079
   8    3.9342     0.585037     0.055714  -230.014068   -15.162618
   9    3.9934     0.415295     0.020267  -993.973105    27.873353
  10    4.1926     0.092094     0.014383    24.328231    28.061294
  11    4.2492     1.380646     0.112780  1145.426793    22.782354
  12    4.2611     0.015693     0.004430     8.414336   -28.641357
  13    4.3458     0.096115     0.011645   -34.216075   -46.236015
  14    4.4258     0.033034     0.000988   -17.281118   -11.857642
  15    4.5340     0.024702     0.007204     5.877042    35.002125
  16    4.6686     0.435170     0.083685   453.355931     5.230232
  17    4.9488     0.181831     0.003059   -28.552294    -0.381836
  18    5.0671     0.051351     0.009300    41.335972     3.854694
  19    5.1736     1.637039     0.177403  -152.723235    34.232440
  20    5.2731     0.575546     0.117678  -418.000805    15.256060
  21    5.3113     0.140352     0.008776  -157.332797    -2.389179
  22    5.3672     0.239672     0.016413   108.076996     2.884435
  23    5.5598     0.025532     0.010056   -42.178383    -1.605899
  24    5.5801     0.365247     0.027307   200.567182     8.176429
  25    5.6519     0.012550     0.003183   -40.414017    -1.824549
  26    5.7079     0.034033     0.006390   -99.215409    -7.343257
  27    5.7354     0.010256     0.003491    40.843079    -7.560567
  28    5.7447     0.035552     0.006653   186.109722    16.180090
  29    5.7788     0.158961     0.013814   345.286854    19.038335
  30    5.8423     0.001784     0.004468   -26.654006     6.889957
  31    5.8833     0.066974     0.009553    76.122481     5.907663
  32    5.9359     0.072619     0.015071  -662.381163   -13.885710
  33    5.9558     0.021722     0.003780   122.944902     8.643095
  34    6.0325     0.015841     0.005439    46.869235     0.126766
  35    6.0596     0.003515     0.000372    -3.557426     0.140656
  36    6.0810     0.008932     0.001598    48.247639    -7.280232
  37    6.1288     0.025238     0.013831   405.791825    -4.331894
  38    6.1643     0.018753     0.005346   104.703267    -9.779098
  39    6.1796     0.036145     0.006264   -66.738851     7.096623
  40    6.2085     0.042857     0.009093    27.113460    -4.778128
  41    6.2192     0.005120     0.029770   -14.956246   -16.885556
  42    6.2689     0.024715     0.003167  -119.197348    -6.020949
  43    6.2942     0.014025     0.009347    22.508185    -3.762579
  44    6.3280     0.062225     0.011518  -179.278083   -31.073946
  45    6.4098     0.024745     0.008141   -96.510410     5.727758
  46    6.4562     0.044669     0.009199   141.232284    10.461081
  47    6.4704     0.027431     0.002532    22.178234     8.771914
  48    6.4800     0.004917     0.014643  -188.065135     2.217780
  49    6.5139     0.001229     0.000282    -9.548450     0.116641
  50    6.5214     0.001426     0.000173     4.850154     0.849390
  51    6.5353     0.015146     0.000537    -6.658724     3.442753
  52    6.5716     0.049225     0.014370   160.527650     3.035369
  53    6.6097     0.127340     0.057682   535.732660   -47.220786
  54    6.6507     0.001452     0.001154    -3.945361    -3.876913
  55    6.6571     0.016769     0.008062     3.225281    -0.418990
  56    6.7008     0.002301     0.004460    55.096534    -3.966332
  57    6.7392     0.018771     0.005488   -79.901811   -13.620674
  58    6.7524     0.007223     0.002664   -38.746517    -2.999387
  59    6.7656     0.008562     0.008542   128.402446     8.569865
  60    6.8088     0.009784     0.002409   -82.710357    -6.449560
  61    6.8407     0.017059     0.007056   -11.088118    12.225174
  62    6.8602     0.020811     0.016015  -289.515417    -7.609375
  63    6.8802     0.004384     0.007177   -88.284956   -18.599147
  64    6.8934     0.026876     0.021479  -207.947158    25.599695
  65    6.9027     0.023752     0.003193    54.147566     9.633843
  66    6.9666     0.056373     0.019543  -170.379931    11.547276
  67    6.9737     0.333185     0.112102   179.703708   -15.123383
  68    6.9871     0.214342     0.057749     7.006943     1.462932
  69    6.9979     0.008779     0.009246   142.529060    -3.650113
