 NM
 VELO
 MMASS
   911.517799999996     
 LFAKTOR
  0.5
 RFAKTOR
  1.0
 WIDTH
  0.20
 SHIFT
  0.00
 DATXY
   1    2.1482     0.638237     0.014111   240.235022     7.542242
   2    2.3514     0.229699     0.000322  -121.534313    -2.207161
   3    2.8060     0.065380     0.000215   -26.094163     1.470941
   4    3.5889     0.011400     0.000323    19.906323     0.766952
   5    3.6576     0.030458     0.003634  -131.241537     8.447794
   6    3.7332     0.053105     0.007655   -59.522198    13.473346
   7    3.8153     0.123906     0.013285   178.744714    -3.096622
   8    3.9571     0.093237     0.000752    25.242874    -0.794772
   9    4.0895     0.241159     0.020831  -159.065823    47.673977
  10    4.1890     0.164545     0.016842  -216.831154   -23.148525
  11    4.2187     0.369337     0.028323  -575.260578    20.239047
  12    4.2967     0.041917     0.003811     4.737941    -7.141998
  13    4.3671     0.630162     0.051071  -144.133790    15.833245
  14    4.4530     0.038070     0.014596   -25.884453   -69.085449
  15    4.5707     0.042128     0.007466    99.200160    -6.921670
  16    4.6349     1.020056     0.148384  1494.660754    44.824703
  17    4.8924     0.121839     0.009983   -80.721477    -3.099436
  18    5.0113     0.700966     0.058853    97.268270    -7.346382
  19    5.0716     0.957778     0.099158   -87.034188    33.772572
  20    5.1902     0.630511     0.116071  -320.097696   -43.380955
  21    5.3102     0.090335     0.002770   -59.139874    -3.777985
  22    5.3555     0.178074     0.026197  -114.589044     5.222430
  23    5.4090     0.303745     0.018772   -19.335011    13.417809
  24    5.4734     0.107434     0.020774  -175.102985    28.915302
  25    5.5289     0.174851     0.017589  -151.556210     6.846721
  26    5.5966     0.075740     0.015057  -140.208436   -17.076602
  27    5.6206     0.001312     0.012162   -74.102254     4.418853
  28    5.6514     0.077949     0.020084   411.547766     4.214242
  29    5.6745     0.009999     0.008920    78.838155    17.448082
  30    5.7094     0.362607     0.047894    89.585470   -19.471490
  31    5.7485     0.031389     0.009492   -52.296917   -12.611276
  32    5.7903     0.022442     0.004454    43.780562    22.013745
  33    5.7980     0.061186     0.032639   115.310633    25.427408
  34    5.9108     0.034322     0.007162  -144.028957   -11.884349
  35    5.9414     0.055662     0.033748   134.511133    14.384162
  36    5.9472     0.006720     0.027879   -52.247889    11.786647
  37    5.9926     0.002439     0.004012    42.095647    -0.310617
  38    6.0050     0.002926     0.000993    -9.852825    -0.128284
  39    6.0095     0.081508     0.021810   148.070230    -4.063072
  40    6.0520     0.018727     0.000878    -1.823719     0.914121
  41    6.1225     0.024672     0.002193   -42.783055     1.052492
  42    6.1353     0.058055     0.025018  -169.030265   -25.130606
  43    6.1980     0.087562     0.003570   -48.241361     1.412727
  44    6.2715     0.013802     0.000374    22.478332     2.092488
  45    6.2855     0.025851     0.008087  -215.547307    -1.357160
  46    6.3048     0.034554     0.004810    12.061442     1.299219
  47    6.3384     0.008988     0.004614   -14.282890     8.220475
  48    6.4528     0.043517     0.016476  -112.056229   -13.800346
  49    6.4643     0.017586     0.006800   -66.107925    -0.173708
  50    6.4822     0.011775     0.008039     6.753375     4.231543
  51    6.5084     0.048827     0.013844   -64.259065     3.972222
  52    6.5188     0.032090     0.005350   -16.409815     5.676658
  53    6.5516     0.010107     0.005095    15.781958   -10.008466
  54    6.5878     0.009021     0.000246    -6.998439    -1.405376
  55    6.6094     0.025192     0.011433    13.134029    -3.672625
  56    6.6548     0.006321     0.005845   -18.150839    -8.249558
  57    6.6794     0.023822     0.014358    60.495263     5.858813
  58    6.7102     0.041657     0.004505    71.462240     5.959445
  59    6.7463     0.019268     0.008443   117.463026    -6.783017
  60    6.7634     0.027667     0.012734   202.180831   -17.132161
  61    6.8155     0.009449     0.004855   -40.013239     2.652537
  62    6.8504     0.037403     0.006794    11.519624    -3.041287
  63    6.8599     0.008671     0.004064    30.780604    -2.795915
  64    6.8811     0.006011     0.009709  -122.452308    -1.668348
  65    6.9122     0.000707     0.000314     5.632942    -0.329518
  66    6.9517     0.005257     0.002684    28.768093     0.678546
  67    6.9604     0.041834     0.007324    27.007380     6.665940
  68    6.9868     0.025285     0.004790     3.739900    -0.409833
