 NM
 VELO
 MMASS
   911.517799999996     
 LFAKTOR
  0.5
 RFAKTOR
  1.0
 WIDTH
  0.20
 SHIFT
  0.00
 DATXY
   1    2.1745     0.387912     0.015250  -501.196660    -3.296930
   2    2.3289     0.378261     0.000121   -26.821745    -4.673766
   3    2.9589     0.043696     0.000499    -1.070977     1.245690
   4    3.6212     0.003332     0.004627   -18.300780    -6.294429
   5    3.6685     0.071944     0.004601   -47.878154   -15.662689
   6    3.7692     0.010603     0.002579    15.520414     2.060240
   7    3.9292     0.072034     0.015041  -316.944000    27.019527
   8    4.0226     0.082476     0.013341   180.310249     2.791674
   9    4.0523     0.204413     0.013129   441.743973     2.679018
  10    4.1435     0.201994     0.034651   718.288583    -3.769109
  11    4.1638     0.108395     0.009021  -112.339689   -30.337778
  12    4.2995     0.251869     0.008317   468.557944    44.418170
  13    4.3758     0.304869     0.020543   407.402468    43.688235
  14    4.4228     1.880926     0.134061  -357.084440   -55.297862
  15    4.4781     0.057329     0.015945    40.175353     0.472598
  16    4.7045     0.104353     0.023621    66.204321    -0.180801
  17    4.9531     0.225250     0.012131    27.667917    15.467403
  18    5.0424     0.477981     0.056746  -225.881062    43.588454
  19    5.1332     0.501905     0.052529  -880.785589    30.186707
  20    5.2655     0.307481     0.018632  -605.763362     6.438603
  21    5.2931     0.990639     0.204860    54.707249   -47.026373
  22    5.4003     0.137639     0.010657  -339.664943   -11.555374
  23    5.4447     0.095148     0.009926    28.444690   -14.318168
  24    5.4895     0.083365     0.029270   209.341515    -3.947611
  25    5.5214     0.178876     0.015167   292.082789    -2.519536
  26    5.6018     0.037815     0.010433   322.891176    -2.128865
  27    5.6168     0.268420     0.059855  -312.167914    -4.474590
  28    5.6750     0.053403     0.008755   149.714638    36.271711
  29    5.7150     0.070724     0.018215  -378.273952   -42.257091
  30    5.7899     0.035988     0.006311  -202.204351   -17.278036
  31    5.8470     0.059177     0.015681   568.933101    -3.153270
  32    5.8642     0.008054     0.010327   -55.773447   -13.285859
  33    5.9052     0.020192     0.007886   115.455985     9.187859
  34    5.9714     0.012703     0.002527  -116.219158    -6.262554
  35    5.9912     0.013377     0.003911   -12.025774    -1.175547
  36    6.0736     0.027815     0.003235  -159.315858    -1.362525
  37    6.0994     0.005983     0.003134     9.466337     4.010763
  38    6.1774     0.005579     0.003632   -62.711597     4.173857
  39    6.2252     0.011777     0.001964     8.985793     5.291817
  40    6.2446     0.017023     0.004886   -76.113581     5.737628
  41    6.2559     0.017463     0.005721    29.006393    18.270041
  42    6.3024     0.014568     0.013099   205.641541    -0.180321
  43    6.3614     0.017297     0.007080   -57.920271   -11.244291
  44    6.4010     0.055282     0.006535   -28.320425    -3.634617
  45    6.4483     0.000034     0.000082    -0.175003    -0.236414
  46    6.4582     0.002294     0.005628   -10.247598   -11.899731
  47    6.4715     0.006992     0.004203   -25.570312     7.358013
  48    6.4860     0.012075     0.017806   -53.987799    -6.672723
  49    6.5200     0.011615     0.008847     1.753044    15.924164
  50    6.5449     0.002238     0.001372   -22.303310    -0.919536
  51    6.5960     0.005228     0.000527    -6.098963    -2.194456
  52    6.6225     0.005634     0.016182   125.827694    -5.809456
  53    6.6402     0.010085     0.013008    82.040409     4.053219
  54    6.6527     0.002284     0.004091    74.723813    -8.331472
  55    6.6813     0.015182     0.008642    19.316149     0.359261
  56    6.7216     0.015290     0.001099   -11.960193    -0.250618
  57    6.7303     0.004367     0.004126   -67.463528     2.240969
  58    6.7770     0.000457     0.002694   -18.958076     3.161248
  59    6.8284     0.013307     0.000790     5.573241    -0.886923
  60    6.8362     0.011527     0.003411   111.025023     4.323748
  61    6.8777     0.001664     0.001509    34.370178     1.241482
  62    6.9243     0.000553     0.002702    15.602915    -4.116784
  63    6.9649     0.002275     0.000529     3.555897     1.368411
  64    6.9732     0.004359     0.004088   -36.147534     5.974682
  65    6.9925     0.013293     0.001722    -2.788108    -0.699978
