 NM
 VELO
 MMASS
   911.517799999996     
 LFAKTOR
  0.5
 RFAKTOR
  1.0
 WIDTH
  0.20
 SHIFT
  0.00
 DATXY
   1    2.2261     0.625606     0.011944 -1607.240454     0.051247
   2    2.3391     0.157482     0.002366   414.008447    -0.307675
   3    3.2923     0.003229     0.000287    11.092602    -0.916488
   4    3.5545     0.040048     0.001146   -89.625822     2.218699
   5    3.6510     0.055348     0.010273  -181.606909     0.832299
   6    3.7376     0.024884     0.005355  -106.126382    -0.753727
   7    3.8767     0.037538     0.005163  -147.490983    32.097108
   8    3.9292     0.142366     0.027443  -466.825644   -34.429409
   9    4.0395     0.166467     0.011632  -476.367402   -17.575055
  10    4.1154     0.045451     0.006193    90.056417     6.406242
  11    4.1839     0.792733     0.064676   -10.241144    21.195038
  12    4.3031     0.680721     0.041711   262.955631    26.540659
  13    4.3438     0.120146     0.011085     5.902804   -24.540132
  14    4.4531     0.148321     0.017156   251.547692   -45.748983
  15    4.5693     0.002584     0.000874   -10.978781    -5.431929
  16    4.7897     0.827699     0.060548  -768.553542    13.719164
  17    5.0623     0.072895     0.040982  -660.762117     6.006887
  18    5.2034     0.353178     0.025382  -537.226014    25.716904
  19    5.2522     1.223784     0.163188  1711.821241    55.359178
  20    5.2997     0.005640     0.003771   -40.042654     4.410473
  21    5.3501     0.133321     0.024607    76.055566     6.654091
  22    5.4260     0.101376     0.007303    32.548403   -11.110810
  23    5.4634     0.220539     0.016587   484.091510    21.159868
  24    5.4919     0.237571     0.063690  1483.455333   -39.835035
  25    5.5478     0.004162     0.000458   -27.462513     0.325779
  26    5.6167     0.253002     0.035363   431.906069   -11.015572
  27    5.6349     0.078011     0.007662  -425.593870   -15.462296
  28    5.6509     0.152674     0.028745   -38.213121    41.464125
  29    5.7374     0.209733     0.031809   307.393645   -39.464054
  30    5.7715     0.055687     0.011844    68.286514    -3.362376
  31    5.8470     0.202852     0.032453    65.726368     6.045398
  32    5.8786     0.018915     0.003383    75.780261    12.826033
  33    5.8953     0.024568     0.004390    64.600242     6.847130
  34    5.9708     0.024207     0.003696   -39.982467     0.132546
  35    6.0666     0.024644     0.006599    68.061544   -16.161266
  36    6.1077     0.090381     0.023129  -610.052944   -10.658414
  37    6.1298     0.013776     0.003330   197.170458     0.903593
  38    6.1466     0.033101     0.004498    59.885849    -9.332956
  39    6.2070     0.033941     0.007034   -30.910229    12.327868
  40    6.2240     0.107265     0.009982   -30.252393    19.099314
  41    6.2528     0.094004     0.050239  -298.137070   -39.730005
  42    6.3087     0.003327     0.003676    82.857302     5.770578
  43    6.3238     0.177085     0.032180   551.141981     6.325242
  44    6.3949     0.017980     0.028936   453.528536    -0.504961
  45    6.4165     0.044189     0.000361     7.937495    -0.476138
  46    6.4298     0.016583     0.016601   -43.285689    -7.821546
  47    6.4679     0.026589     0.006742  -236.702535   -17.384982
  48    6.4807     0.118749     0.015271   -13.213878   -12.097776
  49    6.5185     0.019269     0.005474   116.478286     3.864189
  50    6.5942     0.007042     0.022743   213.643756   -32.314614
  51    6.6128     0.003015     0.009562    34.704317   -16.685606
  52    6.6284     0.081671     0.019743   -68.604561    29.457752
  53    6.6702     0.010851     0.002031   -44.911527    -2.049920
  54    6.7163     0.012433     0.003127    82.766431    -2.078844
  55    6.7281     0.019830     0.006974   151.906329    -3.496394
  56    6.7612     0.011143     0.009275   154.895425     5.036260
  57    6.7908     0.015294     0.006262   -35.901662    -2.663623
  58    6.7998     0.007459     0.007051   -19.412168    -5.249574
  59    6.8095     0.011196     0.005848   115.424600    -3.839755
  60    6.8761     0.003726     0.002141     5.712471     0.938153
  61    6.9130     0.003578     0.001397    14.717977     4.311764
  62    6.9523     0.020199     0.018988   165.808834     5.793087
  63    6.9674     0.001622     0.001648    25.690192     1.319758
